,ABVP_FT,ABVP_PT,ABVT_FT,ABVT_PT,ACLAM_FT,ACLAM_PT,ACPV_FT,ACPV_PT,ACT_FT,ACT_PT,ACVAA_FT,ACVAA_PT,ACVB_FT,ACVB_PT,ACVCP_FT,ACVCP_PT,ACVD_FT,ACVD_PT,ACVECC_FT,ACVECC_PT,ACVIM_CARD_FT,ACVIM_CARD_PT,ACVIM_INTMET_FT,ACVIM_INTMET_PT,ACVIM_LA_FT,ACVIM_LA_PT,ACVIM_NEUR_FT,ACVIM_NEUR_PT,ACVIM_ONC_FT,ACVIM_ONC_PT,ACVM_FT,ACVM_PT,ACVN_FT,ACVN_PT,ACVO_FT,ACVO_PT,ACVPM_FT,ACVPM_PT,ACVP_FT,ACVP_PT,ACVR_FT,ACVR_ONC_FT,ACVR_ONC_PT,ACVR_PT,ACVSMR_FT,ACVSMR_PT,ACVS_FT,ACVS_PT,ACZM_FT,ACZM_PT,AVDC_FT,AVDC_PT,address,arthroscopy,avg_daily_ER_cases,avg_daily_cases,avg_daily_inpatient_cases,avg_daily_outpatient_cases,avg_daily_surgeries,avg_num_interns_completed_past_5_years,avg_num_interns_started_past_5_years,basic_clinical_laboratory_equipment,blood_gas_analysis,blood_pressure_monitoring,bone_plating_equipment,complex_cases,computer_with_internet,contact,contact_email,ct_scan,current_medical_textbooks,daily_patient_rounds,daytime_primary_emergency,diagnostic_laboratory,digital_radiography,direct_supervision_percentage,echocardiography,elective_time,electrocardiography,endoscopy,faculty_support,fax,financial_support_for_meeting,first_opinion,first_opinion_clinics,formal_orientation_required,icu,laparoscopy,mri,name,nuclear_medicine,num_interns_accepted_residency_past_5_years,num_interns_applied_residency_past_5_years,number_of_positions,orientation_manual,overnight_primary_emergency,phone,physical_therapy_equipment,presentation,primary_surgeon,professional_meeting_opportunity,program_categories,program_details_url,publication_requirement,resident_support,salary,satellite_clinic,search_engines,tech_assigned_to_ER,tech_assigned_to_ICU,tech_direct_support,total_annual_cases,ultrasound,vet_mentor,weekly_teaching_rounds,written_evals
10,,,,,,,,,2,,2,,,,3,,2,,3,,2,,4,,,,2,,2,,,,,,3,,,,2,,5,2,,,,,3,,,,,,"Dept. of Clinical Sciences, College of Veterinary Medicine, Auburn, Alabama 36849-5540, United States",Yes,5-15,60,100,25-35,6-10,5,5,Yes,Yes,Yes,Yes,Yes,Yes," Fred Caldwell, DVM ",,Yes,Yes,Yes,13,Yes,Yes,85,Yes,12,Yes,Yes,38,334-844-5084,No,Yes,4,Yes,Yes,Yes,Yes,Auburn University,Yes,,,6,No,20,334-844-5045,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9696,No,24,25000.0,0,Yes,1,1,25,16000,Yes,Yes,Yes,Yes
11,,,,,,,,,1,,3,,,,,,,1,,,1,,4,,,,,1,,1,1,,,,,1,,,7,,,,,2,,,3,,,,,,"550 University Avenue, Atlantic Veterinary College, Charlottetown, Prince Edward Island C1A 4P3, Canada",Yes,5,20,9,15,6,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Christine Savidge ,fisher@upei.ca,Yes,Yes,Yes,30,Yes,Yes,60,Yes,5,Yes,Yes,26,(902)628-4316,No,Yes,0,Yes,Yes,Yes,Yes,"Atlantic Veterinary College, University of Prince Edward Island",No,14,16,6,Yes,16,(902)566-0870,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9802,No,4,25750.0,0,Yes,1,2,24,4752,Yes,Yes,Yes,Yes
12,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,"3250 Veterans Memorial Highway, Bohemia, New York 11716, United States",Yes,15,35,7,30,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Dar Ozer ,internship@atlanticcoastvet.com,Yes,Yes,Yes,25,Yes,Yes,75,Yes,2,Yes,Yes,7,631-285-7781,Yes,Yes,25,Yes,Yes,Yes,Yes,Atlantic Coast Veterinary Specialists,No,5,11,6,Yes,30,631-285-7780,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10074,No,3,35000.0,0,Yes,2,1,15,20000,Yes,Yes,Yes,Yes
13,,1,,,,,,,,,,,,,,,,,1,,,1,3,1,,,1,,1,,,,,,,,,,,,,,,2,,,3,,,,,,"104 S Main St, Longmont, Colorado 80501, United States",Yes,8,24,8,12,8,1,1,Yes,Yes,Yes,Yes,Yes,Yes," Kelly Monaghan, DVM, DACVIM ",kmonaghan@alpenglowvets.com,Yes,Yes,Yes,50,Yes,Yes,90,Yes,15,Yes,Yes,8,(303) 678-8855,No,Yes,0,Yes,Yes,Yes,Yes,Aspen Meadow Veterinary Specialists,No,0,1,1,No,0,(303) 678-8844,Yes,Yes,No,No,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10318,No,0,27500.0,0,Yes,3,2,16,9600,Yes,Yes,No,Yes
14,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,"424 E 92nd Street, NY, New York 10128, United States",No,30,51,22,20,10,6,6,Yes,Yes,Yes,Yes,Yes,Yes, Michelle Albino ,AAHinternship@aspca.org,No,Yes,Yes,20,Yes,Yes,80,Yes,0,Yes,Yes,16,212-876-2835,No,Yes,20,Yes,Yes,No,No,ASPCA Animal Hospital,No,4,4,6,Yes,0,212-876-7700,No,No,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10322,No,0,40000.0,0,Yes,2,2,36,20191,Yes,Yes,Yes,Yes
15,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,1,,1,,,,,,1,,,,,,,,,,,1,,,,,,"7951 Gainsford Ct #115, Bristow, Virginia 20136, United States",No,10,10,5,6,2,0,1,Yes,Yes,Yes,Yes,Yes,Yes, Michael Donovan ,mjdonovan@artemisvess.com,Yes,Yes,No,60,Yes,Yes,85,Yes,5,Yes,No,4,703-722-0704,Yes,Yes,0,Yes,Yes,No,Yes,Artemis Veterinary Emergency and Specialty Services,No,,,4,Yes,40,703-722-9159,No,Yes,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/10317,No,0,35000.0,20,Yes,2,1,6,3400,Yes,Yes,Yes,Yes
16,,,,,,,,,,,,1,,,,,2,,2,,1,,1,1,,,5,,1,,,,,,1,,,,,,1,1,,,,,5,,,,2,,"86 West Juniper Avenue, Gilbert, Arizona 85233, United States",Yes,120,120,26,95,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes, Katherine F Smith DVM DACVECC ,holly.dougherty@azervets.com,Yes,Yes,Yes,50,Yes,Yes,90,Yes,11,Yes,Yes,47,480-497-9575,Yes,Yes,25,Yes,Yes,Yes,Yes,Arizona Veterinary Emergency & Critical Care Center / BluePearl Veterinary Partners Arizona,Yes,4,8,8,Yes,25,480-497-0222,Yes,Yes,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/9746,No,5,38000.0,25,Yes,5,2,35,44022,Yes,Yes,Yes,Yes
17,,,,,,,,,,,1,,,,,,2,,8,,1,,7,,,,1,,4,,,,,,1,,,,,,2,1,,,,,7,,,,,,"410 West 55th Street, New York, New York 10019, United States",Yes,60,156,48,101,22,16,16,Yes,Yes,Yes,Yes,Yes,Yes," Philippa Pavia, VMD, DACVS-SA ",philippa.pavia@bluepearlvet.com,Yes,Yes,Yes,12,Yes,Yes,100,Yes,7,Yes,Yes,54,212-767-0098,No,Yes,23,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners New York,Yes,28,37,21,Yes,11,212-767-0099,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9736,No,2,37500.0,0,Yes,10,7,110,57000,Yes,Yes,Yes,Yes
18,,,,,,,,,,,,,,,,,1,,2,,,,2,,,,,,1,,,,,,,3,,,,,2,,,,,,2,,,,,,"3020 Mallory Lane, Franklin, Tennessee 37027, United States",Yes,20,60,20,50,8,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Andrea Monnig ,andrea.yuro@bluepearlvet.com,Yes,Yes,Yes,14,Yes,Yes,100,Yes,14,Yes,Yes,14,813-549-5733,Yes,Yes,28,Yes,Yes,Yes,No,BluePearl Veterinary Partners Nashville,No,3,6,5,Yes,14,615-333-1212,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9922,No,0,30500.0,0,Yes,2,2,19,17000,Yes,Yes,Yes,Yes
19,,,,,,,,,,,,,,,,,,,2,,,,2,,,,1,,,,,,,,1,,,,,,1,,,,,,4,,,,1,2,"7717 Flying Cloud Dr, Eden Prarie, Minnesota 55344, United States",Yes,0,30-50,15-30,20-40,4-9,0,0,Yes,Yes,Yes,Yes,Yes,Yes," Alyssa Mourning, DVM DACVIM ",alyssa.mourning@bluepearlvet.com,Yes,Yes,Yes,15,Yes,Yes,90,Yes,25,Yes,Yes,0,952-942-8272,Yes,Yes,0,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Minnesota,No,0,0,3,Yes,0,952-942-8272,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9748,No,0,30500.0,5,Yes,2,5,48,12000,Yes,Yes,Yes,Yes
20,,,,,,,,,,,,,,,,,1,,2,1,1,1,3,,,,,1,1,1,,,,,2,1,,,,,1,,,,,,2,,,,,,"29080 Inkster Road , Southfield, Michigan 48034, United States",Yes,20,70,15,60,5,6,6,Yes,Yes,Yes,Yes,Yes,Yes," Sarah E. Achen, DVM, DACVIM (Cardiology) ",sarah.achen@bluepearlvet.com,Yes,Yes,Yes,10,Yes,Yes,95,Yes,12,Yes,Yes,22,248-354-0303,No,Yes,45,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Michigan (SF),Yes,3,12,4,Yes,36,248-354-6660,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9694,No,2,30500.0,0,Yes,3,3,30,25000,Yes,Yes,Yes,Yes
21,,,,,,,,,,,,,,,,,,1,,2,,,2,,,,,,1,,,,,,1,1,,,,,,,,1,,,2,,,,,," 1425 Michigan Street NE, Suite F , Grand Rapids, Michigan 49503, United States",Yes,22,51,9,42,3,3,3,Yes,Yes,Yes,Yes,No,Yes," Amber D. Binoniemi, DVM ",amber.binoniemi@bluepearlvet.com,Yes,Yes,Yes,7,Yes,Yes,80,Yes,12,Yes,Yes,11,616-284-5320,No,Yes,40,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Michigan (GR),Yes,,,6,Yes,35,616-284-5300,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10021,No,0,30500.0,16,Yes,3,2,21,18336,Yes,Yes,Yes,Yes
22,,,,,,,,,,,,,,,,,,,2,,1,1,1,,,,3,,2,1,,,,,,,,,1,,2,,,1,,,5,,,,3,,"Seattle Veterinary Specialists - BluePearl Veterinary Partners Washington, 11814 115th Ave. NE, Bldg. J, Kirkland, Washington 98034, United States",Yes,10-15,55,35,35,7-9,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Kelly Blackstock ,kelly.blackstock@bluepearlvet.com,Yes,Yes,Yes,20,Yes,Yes,80,Yes,10,Yes,Yes,30,425-823-4008,No,Yes,40,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Kirkland,No,4,8,7,Yes,30,425-823-9111,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9955,No,1,30500.0,10,Yes,5,4,30,9000,Yes,Yes,Yes,Yes
23,,,,,,,,,,,,,,,,,1,1,,,1,,3,,,,,,,,,,,,1,,,,1,,,,,2,,,1,1,,,,,"13160 Magisterial Drive, Louisville, Kentucky 40223, United States",No,20-25,60-90,15-20,50-70,2-6,4,4,Yes,Yes,Yes,Yes,Yes,Yes, William Baker ,william.baker@bluepearlvet.com,Yes,Yes,Yes,40,Yes,Yes,95,Yes,5,Yes,Yes,16,502-244-3046,No,Yes,55,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Kentucky,No,4,6,5,Yes,0,502-244-3036,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9670,No,2,30500.0,0,Yes,4,2,40,28000,Yes,Yes,Yes,Yes
24,,,,,,,,,,,,,,,,,1,,2,,2,,5,1,,,2,,2,,,,1,,3,,,,,,2,1,,,,,8,,,,,,"Blue Pearl - Georgia Veterinary Specialists, 455 Abernathy Rd NE, Atlanta, Georgia 30328, United States",Yes,62,180,57,120,13,9,9,Yes,Yes,Yes,Yes,Yes,Yes, Jean Sonnenfield DPhil DVM ,gainterncommittee@bluepearlvet.com,Yes,Yes,Yes,17,Yes,Yes,100,Yes,10,Yes,Yes,45,404-459-6462,Yes,Yes,20,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Georgia,Yes,15,18,10,Yes,13,404-459-0903,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9743,No,1,30500.0,16,Yes,2,5,79,66000,Yes,Yes,Yes,Yes
25,,1,,,,,,,,,,,,,,,1,,3,,2,,3,2,,,1,,1,,,,,,3,,,,,,1,,,,0,,4,,,,,,"3000 Busch Lake Blvd., Tampa, Florida 33614, United States",Yes,42,120-160,25-65,85-115,5-12,15,15,Yes,Yes,Yes,Yes,Yes,Yes," Peter Helmer, DVM ",peter.helmer@bluepearlvet.com,Yes,Yes,Yes,12,Yes,Yes,95,Yes,14,Yes,Yes,62,813-549-5733,No,Yes,44,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Florida,Yes,20,30,20,Yes,15,813-933-8944,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9713,No,8,30500.0,30,Yes,10,2,50,59000,Yes,Yes,Yes,Yes
26,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"6900 Congress Avenue, Boca Raton, Florida 33487, United States",No,15-30,75,10,60,3,0,0,Yes,Yes,Yes,No,Yes,Yes, Mark Morrison ,markm@cvcboca.com,No,Yes,No,45,Yes,Yes,80,Yes,20,No,Yes,10,561-999-3030,Yes,Yes,10,Yes,Yes,No,No,Calusa Veterinary Center,No,0,0,1,No,20,561-999-3000,Yes,Yes,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'COMMUNITY PRACTICE']",https://www.virmp.org/Program/Detail/10427,Yes,1,40000.0,5,Yes,2,1,6,26000,Yes,Yes,No,Yes
27,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,2,,,,,,"2310 Faraday Ave, Carlsbad, California 92008, United States",Yes,10,15,15,10,8,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Kimberly Boyle DVM DACVECC ,kboyledvm@gmail.com,Yes,Yes,Yes,50,Yes,Yes,100,No,5,Yes,Yes,13,(760)431-1084,Yes,Yes,50,Yes,Yes,Yes,Yes,"California Veterinary Specialists, Carlsbad",Yes,1,1,3,Yes,50,(760)431-2273,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10428,No,0,42500.0,0,Yes,3,1,15,10000,Yes,Yes,Yes,Yes
28,,,,,,,,,,,,,,,,,,1,1,,1,,2,1,,,1,,2,,,,,,1,,,,,,2,1,,,,,1,,,,,1,"39809 Avenida Acacias #E, Murrieta, California 92563, United States",Yes,30,50,20,40,5,3,4,Yes,Yes,Yes,Yes,Yes,Yes, Amy Carr DVM DACVECC ,erdvms@aol.com,Yes,Yes,Yes,30,Yes,Yes,100,Yes,4,Yes,Yes,12,951-600-7758,Yes,Yes,30,Yes,Yes,Yes,Yes,California Veterinary Specialists,No,3,3,5,Yes,0,760-431-2273,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9773,No,1,42500.0,5,Yes,3,3,10,13500,Yes,Yes,Yes,Yes
29,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,"200 Commerce St., Williston, Vermont 05495, United States",Yes,30,50,10,40,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes," Bryan Harnett, DVM, DACVIM ",vvim@vvim.com,Yes,Yes,Yes,50,Yes,Yes,100,Yes,0,Yes,Yes,10,(802)863-2348,Yes,Yes,50,Yes,Yes,Yes,No,Burlington Emergency and Veterinary Specialists (BEVS),Yes,2,2,2,Yes,0,(802)863-2387,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10408,No,0,2300.0,0,Yes,4,2,20,20000,Yes,Yes,Yes,Yes
